gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
RARRES3,2.22E-20,-0.883025569,0.362,0.62,8.46E-16,-0.258,1.481785176,3.577004814,ENSG00000133321,11,+,protein_coding,no,phospholipase A and acyltransferase 4
RPL31,3.09E-20,-0.654262582,0.62,0.922,1.18E-15,-0.302,6.791527637,11.26239433,ENSG00000071082,2,+,protein_coding,no,ribosomal protein L31
FAU,3.26E-20,-0.527499973,0.647,0.948,1.24E-15,-0.301,11.08124908,16.41426515,ENSG00000149806,11,-,protein_coding,no,FAU ubiquitin like and ribosomal protein S30 fusion
RPL35,3.36E-20,-0.534831462,0.687,0.972,1.28E-15,-0.285,12.94711472,19.2062018,ENSG00000136942,9,-,protein_coding,no,ribosomal protein L35
MT-TA,4.15E-20,0.862114959,0.264,0.085,1.58E-15,0.179,1.356124755,0.29621135,NA,NA,NA,NA,NA,NA
OST4,4.17E-20,-0.653607025,0.475,0.781,1.59E-15,-0.306,2.716035622,4.845682026,ENSG00000228474,2,-,protein_coding,no,"oligosaccharyltransferase complex subunit 4, non-catalytic"
HP1BP3,5.25E-20,0.927079295,0.515,0.311,2.00E-15,0.204,2.776192394,0.98598259,ENSG00000127483,1,-,protein_coding,no,heterochromatin protein 1 binding protein 3
RPL36A,6.52E-20,-1.248607862,0.445,0.643,2.49E-15,-0.198,2.222236637,6.656421791,ENSG00000241343,X,+,protein_coding,yes,ribosomal protein L36a
LINC01138,6.71E-20,0.758962512,0.347,0.14,2.56E-15,0.207,1.420431427,0.43028407,ENSG00000274020,1,-,lncRNA,no,long intergenic non-protein coding RNA 1138
EPM2AIP1,1.05E-19,0.868695817,0.267,0.089,4.01E-15,0.178,1.302167828,0.26076308,ENSG00000178567,3,-,protein_coding,no,EPM2A interacting protein 1
SLC7A5,1.25E-19,-0.828605702,0.043,0.284,4.77E-15,-0.241,0.139151456,1.023096695,ENSG00000103257,16,-,protein_coding,yes,solute carrier family 7 member 5
NR4A3,1.29E-19,-0.889896814,0.018,0.242,4.92E-15,-0.224,0.040006315,0.927177029,ENSG00000119508,9,+,protein_coding,no,nuclear receptor subfamily 4 group A member 3
UBE2D3,1.31E-19,-0.719290828,0.433,0.684,5.00E-15,-0.251,1.923219045,3.812707576,ENSG00000109332,4,-,protein_coding,yes,ubiquitin conjugating enzyme E2 D3
ADRB1,1.81E-19,0.461224324,0.08,0.003,6.92E-15,0.077,0.391193588,0.010520692,ENSG00000043591,10,+,protein_coding,yes,adrenoceptor beta 1
RPL17,1.83E-19,-1.6070248,0.368,0.564,6.98E-15,-0.196,1.506851958,6.636447249,ENSG00000265681,18,-,protein_coding,no,ribosomal protein L17
ZBTB37,1.98E-19,0.680943066,0.15,0.026,7.54E-15,0.124,0.764980517,0.100919661,ENSG00000185278,1,+,protein_coding,no,zinc finger and BTB domain containing 37
PARP8,2.33E-19,0.809942449,0.512,0.298,8.89E-15,0.214,2.643916767,1.078506929,ENSG00000151883,5,+,protein_coding,no,poly(ADP-ribose) polymerase family member 8
CFL1,2.37E-19,-0.671527032,0.577,0.812,9.02E-15,-0.235,4.017617168,6.991849597,ENSG00000172757,11,-,protein_coding,no,cofilin 1
ENO1,2.47E-19,-0.844576708,0.261,0.515,9.42E-15,-0.254,0.809233666,2.248909269,ENSG00000074800,1,-,protein_coding,yes,enolase 1
WBP11,2.96E-19,-0.786668302,0.11,0.379,1.13E-14,-0.269,0.353213423,1.334409558,ENSG00000084463,12,-,protein_coding,no,WW domain binding protein 11
UQCRQ,3.43E-19,-0.849366397,0.252,0.512,1.31E-14,-0.26,0.799788673,2.242696307,ENSG00000164405,5,+,protein_coding,no,ubiquinol-cytochrome c reductase complex III subunit VII
CEBPZ,3.95E-19,-0.824848988,0.209,0.496,1.51E-14,-0.287,0.825415402,2.23344887,ENSG00000115816,2,-,protein_coding,no,CCAAT enhancer binding protein zeta
SPRY1,4.16E-19,0.616818504,0.199,0.049,1.59E-14,0.15,0.921222612,0.252843482,ENSG00000164056,4,+,protein_coding,yes,sprouty RTK signaling antagonist 1
CBR4,4.69E-19,0.408873958,0.104,0.01,1.79E-14,0.094,0.358129002,0.022957752,ENSG00000145439,4,-,protein_coding,no,carbonyl reductase 4
SH2D2A,4.84E-19,-0.826713953,0.107,0.367,1.85E-14,-0.26,0.313165717,1.329084437,ENSG00000027869,1,-,protein_coding,no,SH2 domain containing 2A
UBE2B,5.17E-19,-0.739512149,0.304,0.588,1.97E-14,-0.284,1.16915694,2.621648636,ENSG00000119048,5,+,protein_coding,yes,ubiquitin conjugating enzyme E2 B
RPL23A,5.22E-19,-0.527863823,0.702,0.978,1.99E-14,-0.276,20.58377655,30.11933304,ENSG00000198242,17,+,protein_coding,no,ribosomal protein L23a
COX4I1,5.88E-19,-0.582605649,0.417,0.724,2.24E-14,-0.307,2.352830598,4.021036599,ENSG00000131143,16,+,protein_coding,no,cytochrome c oxidase subunit 4I1
TRG-AS1,7.01E-19,0.753539678,0.27,0.092,2.67E-14,0.178,1.1731669,0.289006286,ENSG00000281103,7,+,lncRNA,no,T cell receptor gamma locus antisense RNA 1
KLF3,7.50E-19,-0.816272111,0.153,0.427,2.86E-14,-0.274,0.638658757,1.885432462,ENSG00000109787,4,+,protein_coding,no,Kruppel like factor 3
HERPUD1,7.86E-19,-0.814121473,0.322,0.588,3.00E-14,-0.266,1.501690841,3.398540771,ENSG00000051108,16,+,protein_coding,no,homocysteine inducible ER protein with ubiquitin like domain 1
HSPE1,8.67E-19,-0.767512675,0.613,0.847,3.31E-14,-0.234,7.04298408,12.69183152,ENSG00000115541,2,+,protein_coding,no,heat shock protein family E (Hsp10) member 1
MT2A,9.57E-19,-1.188010769,0.264,0.51,3.65E-14,-0.246,1.171714882,3.947999923,ENSG00000125148,16,+,protein_coding,no,metallothionein 2A
ARHGEF9,1.06E-18,0.547624483,0.175,0.039,4.03E-14,0.136,0.628978586,0.114458702,ENSG00000131089,X,-,protein_coding,no,Cdc42 guanine nucleotide exchange factor 9
YWHAE,1.20E-18,-0.783464808,0.187,0.462,4.56E-14,-0.275,0.581239856,1.721724485,ENSG00000108953,17,-,protein_coding,yes,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
ADD1,1.35E-18,0.859043985,0.387,0.185,5.16E-14,0.202,1.799349799,0.543331296,ENSG00000087274,4,+,protein_coding,yes,adducin 1
RPL15,1.45E-18,-0.512174748,0.693,0.947,5.52E-14,-0.254,10.68935906,15.67134585,ENSG00000174748,3,+,protein_coding,no,ribosomal protein L15
TMIGD2,1.70E-18,0.53656625,0.163,0.034,6.47E-14,0.129,0.573522694,0.084801994,ENSG00000167664,19,-,protein_coding,yes,transmembrane and immunoglobulin domain containing 2
HSP90B1,1.87E-18,-0.757541344,0.322,0.607,7.13E-14,-0.285,1.488483976,3.207048473,ENSG00000166598,12,+,protein_coding,yes,heat shock protein 90 beta family member 1
RPL6,1.90E-18,-0.50622802,0.681,0.95,7.26E-14,-0.269,10.42516513,15.22752565,ENSG00000089009,12,-,protein_coding,no,ribosomal protein L6
CD3G,1.96E-18,-0.890023128,0.221,0.503,7.49E-14,-0.282,1.106564381,2.903897397,ENSG00000160654,11,+,protein_coding,yes,CD3g molecule
HNRNPK,2.01E-18,-0.715230045,0.38,0.661,7.66E-14,-0.281,1.579480051,3.234848429,ENSG00000165119,9,-,protein_coding,no,heterogeneous nuclear ribonucleoprotein K
TUBA1B,2.47E-18,-0.573373106,0.248,0.539,9.41E-14,-0.291,1.417901917,2.597834512,ENSG00000123416,12,-,protein_coding,no,tubulin alpha 1b
TARS,2.72E-18,-0.712150052,0.058,0.298,1.04E-13,-0.24,0.189889257,0.949328672,ENSG00000113407,5,+,protein_coding,no,threonyl-tRNA synthetase 1
KLRC1,2.79E-18,0.963549653,0.276,0.095,1.06E-13,0.181,2.222912396,0.652689063,ENSG00000134545,12,-,protein_coding,yes,killer cell lectin like receptor C1
SLBP,3.14E-18,-0.806354718,0.083,0.326,1.20E-13,-0.243,0.252422692,1.190220728,ENSG00000163950,4,-,protein_coding,no,stem-loop binding protein
BIRC3,3.58E-18,-1.163358155,0.184,0.439,1.37E-13,-0.255,0.743513989,2.905090804,ENSG00000023445,11,+,protein_coding,no,baculoviral IAP repeat containing 3
KANSL1,3.88E-18,0.870160582,0.583,0.389,1.48E-13,0.194,3.4055957,1.41023952,ENSG00000120071,17,-,protein_coding,no,KAT8 regulatory NSL complex subunit 1
HIST1H2BG,4.18E-18,0.989108727,0.331,0.137,1.60E-13,0.194,1.988509542,0.505577969,ENSG00000273802,6,-,protein_coding,no,H2B clustered histone 8
IER2,4.64E-18,-0.741442421,0.38,0.656,1.77E-13,-0.276,2.178230104,4.313512977,ENSG00000160888,19,+,protein_coding,no,immediate early response 2
NDUFA4,4.66E-18,-0.69446338,0.319,0.578,1.78E-13,-0.259,1.115770991,2.423914937,ENSG00000189043,7,-,protein_coding,no,NDUFA4 mitochondrial complex associated
RPL27,4.91E-18,-0.480475442,0.635,0.908,1.87E-13,-0.273,7.33311726,10.62639338,ENSG00000131469,17,+,protein_coding,no,ribosomal protein L27
PAX8-AS1,5.03E-18,0.378083623,0.107,0.013,1.92E-13,0.094,0.33618461,0.028139285,ENSG00000189223,2,+,lncRNA,no,PAX8 antisense RNA 1
LEPROTL1,5.07E-18,-0.889477207,0.328,0.563,1.93E-13,-0.235,1.208420809,3.091109941,ENSG00000104660,8,+,protein_coding,no,leptin receptor overlapping transcript like 1
RPL22L1,8.31E-18,-0.7829882,0.144,0.395,3.17E-13,-0.251,0.414061173,1.433162598,ENSG00000163584,3,-,protein_coding,no,ribosomal protein L22 like 1
P2RY8,8.71E-18,-0.779727874,0.04,0.265,3.32E-13,-0.225,0.159466494,0.990580206,ENSG00000182162,X,-,protein_coding,no,P2Y receptor family member 8
S1PR4,8.74E-18,-0.826547776,0.107,0.356,3.33E-13,-0.249,0.343051945,1.381817509,ENSG00000125910,19,+,protein_coding,yes,sphingosine-1-phosphate receptor 4
NSD1,9.56E-18,0.750133588,0.34,0.151,3.65E-13,0.189,1.392244744,0.422305529,ENSG00000165671,5,+,protein_coding,no,nuclear receptor binding SET domain protein 1
YWHAZ,1.13E-17,-0.633715636,0.549,0.767,4.33E-13,-0.218,2.765127766,4.841806038,ENSG00000164924,8,-,protein_coding,no,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
DNAJC3-DT,1.14E-17,0.366859979,0.077,0.004,4.33E-13,0.073,0.306785196,0.013370711,ENSG00000247400,13,-,lncRNA,no,DNAJC3 divergent transcript
RHOH,1.32E-17,-0.821956976,0.15,0.407,5.02E-13,-0.257,0.566929344,1.770021364,ENSG00000168421,4,+,protein_coding,yes,ras homolog family member H
KPNA2,1.33E-17,-0.789323462,0.052,0.275,5.07E-13,-0.223,0.132722448,0.957643225,ENSG00000182481,17,+,protein_coding,no,karyopherin subunit alpha 2
AC108134.2,1.44E-17,1.53277747,0.098,0.01,5.48E-13,0.088,1.992533846,0.034253682,ENSG00000261889,16,-,lncRNA,no,novel transcript
ARL6IP1,1.45E-17,-0.80422198,0.187,0.439,5.54E-13,-0.252,0.622505193,1.833224801,ENSG00000170540,16,-,protein_coding,no,ADP ribosylation factor like GTPase 6 interacting protein 1
HSPA1B,1.51E-17,1.487932189,0.629,0.494,5.74E-13,0.135,15.64381326,4.933905339,ENSG00000204388,6,+,protein_coding,yes,heat shock protein family A (Hsp70) member 1B
YBX1,1.72E-17,-0.667714852,0.377,0.624,6.57E-13,-0.247,1.755173138,3.376743491,ENSG00000065978,1,+,protein_coding,no,Y-box binding protein 1
DDX3X,1.75E-17,-0.814781464,0.35,0.603,6.66E-13,-0.253,1.463793422,3.333890676,ENSG00000215301,X,+,protein_coding,yes,DEAD-box helicase 3 X-linked
VDAC1,1.75E-17,-0.666601862,0.08,0.317,6.66E-13,-0.237,0.222111404,0.939893788,ENSG00000213585,5,-,protein_coding,yes,voltage dependent anion channel 1
FAM133B,1.79E-17,-0.699548509,0.399,0.683,6.84E-13,-0.284,2.226197318,4.239333103,ENSG00000234545,7,-,protein_coding,no,family with sequence similarity 133 member B
ANKRD36,1.85E-17,0.751226437,0.258,0.093,7.06E-13,0.165,1.073765279,0.232020425,ENSG00000135976,2,+,protein_coding,no,ankyrin repeat domain 36
FAM111A,2.18E-17,0.720151508,0.233,0.076,8.32E-13,0.157,1.013136754,0.222041832,ENSG00000166801,11,+,protein_coding,no,family with sequence similarity 111 member A
TES,2.33E-17,-0.819776977,0.178,0.431,8.90E-13,-0.253,0.628687212,1.874849713,ENSG00000135269,7,+,protein_coding,yes,testin LIM domain protein
TRBC2,2.58E-17,-0.880023349,0.328,0.587,9.85E-13,-0.259,1.723197458,4.011786455,ENSG00000211772,7,+,TR_C_gene,no,T cell receptor beta constant 2
ARPC2,2.60E-17,-0.648540887,0.509,0.714,9.93E-13,-0.205,2.326340658,4.214311652,ENSG00000163466,2,+,protein_coding,no,actin related protein 2/3 complex subunit 2
PCNX1,2.84E-17,0.778879878,0.328,0.144,1.08E-12,0.184,1.495181539,0.454239518,ENSG00000100731,14,+,protein_coding,no,pecanex 1
PHC3,2.85E-17,0.739962755,0.273,0.104,1.09E-12,0.169,1.128265897,0.274309442,ENSG00000173889,3,-,protein_coding,no,polyhomeotic homolog 3
FOSB,2.87E-17,-0.773945605,0.356,0.633,1.10E-12,-0.277,2.5200842,5.019132369,ENSG00000125740,19,+,protein_coding,no,"FosB proto-oncogene, AP-1 transcription factor subunit"
EIF4G2,2.88E-17,-0.610660638,0.313,0.585,1.10E-12,-0.272,1.413423656,2.685197217,ENSG00000110321,11,-,protein_coding,no,eukaryotic translation initiation factor 4 gamma 2
CD44,2.97E-17,-0.631805958,0.632,0.8,1.13E-12,-0.168,3.672854324,6.24060385,ENSG00000026508,11,+,protein_coding,yes,CD44 molecule (Indian blood group)
SRGAP3,3.16E-17,0.484712502,0.092,0.009,1.21E-12,0.083,0.433818966,0.024663623,ENSG00000196220,3,-,protein_coding,no,SLIT-ROBO Rho GTPase activating protein 3
TENT5C,3.33E-17,-0.867614809,0.098,0.333,1.27E-12,-0.235,0.348829335,1.461133007,ENSG00000183508,1,+,protein_coding,no,terminal nucleotidyltransferase 5C
FXR1,3.43E-17,-0.796488813,0.285,0.545,1.31E-12,-0.26,1.014532213,2.498978228,ENSG00000114416,3,+,protein_coding,no,FMR1 autosomal homolog 1
CCDC14,3.53E-17,0.589798341,0.209,0.062,1.34E-12,0.147,0.78599442,0.186678587,ENSG00000175455,3,-,protein_coding,no,coiled-coil domain containing 14
RPL30,3.63E-17,-0.514566959,0.702,0.983,1.39E-12,-0.281,29.18569522,42.12223601,ENSG00000156482,8,-,protein_coding,no,ribosomal protein L30
MANF,4.26E-17,-0.661762516,0.101,0.342,1.62E-12,-0.241,0.311026338,1.074062236,ENSG00000145050,3,+,protein_coding,no,mesencephalic astrocyte derived neurotrophic factor
PDIA3,4.51E-17,-0.745460247,0.233,0.493,1.72E-12,-0.26,0.825812451,2.060991047,ENSG00000167004,15,+,protein_coding,no,protein disulfide isomerase family A member 3
SERP1,4.53E-17,-0.668665795,0.362,0.625,1.73E-12,-0.263,1.502932094,2.97866642,ENSG00000120742,3,-,protein_coding,no,stress associated endoplasmic reticulum protein 1
S100A6,5.19E-17,-0.571515019,0.534,0.784,1.98E-12,-0.25,4.318470131,6.903689825,ENSG00000197956,1,-,protein_coding,yes,S100 calcium binding protein A6
RPS19,5.24E-17,-0.464169968,0.748,0.981,2.00E-12,-0.233,24.76162978,34.53877208,ENSG00000105372,19,+,protein_coding,no,ribosomal protein S19
ARF4,5.98E-17,-0.7056212,0.104,0.347,2.28E-12,-0.243,0.331274896,1.171105309,ENSG00000168374,3,-,protein_coding,no,ADP ribosylation factor 4
NSA2,6.15E-17,-0.720231237,0.337,0.617,2.34E-12,-0.28,1.528900003,3.166226368,ENSG00000164346,5,+,protein_coding,no,NSA2 ribosome biogenesis factor
CELF2,6.61E-17,1.091721185,0.534,0.345,2.52E-12,0.189,3.819187429,1.26116885,ENSG00000048740,10,+,protein_coding,no,CUGBP Elav-like family member 2
PITHD1,7.59E-17,-0.606137432,0.135,0.388,2.89E-12,-0.253,0.493689569,1.273661965,ENSG00000057757,1,+,protein_coding,no,PITH domain containing 1
CHD9,7.71E-17,0.717437182,0.285,0.112,2.94E-12,0.173,1.227573484,0.354758635,ENSG00000177200,16,+,protein_coding,no,chromodomain helicase DNA binding protein 9
LNPEP,7.93E-17,0.790629541,0.417,0.216,3.02E-12,0.201,1.95900842,0.710578439,ENSG00000113441,5,+,protein_coding,no,leucyl and cystinyl aminopeptidase
VPS13C,8.33E-17,0.79306901,0.466,0.263,3.18E-12,0.203,2.368511259,0.944018719,ENSG00000129003,15,-,protein_coding,no,vacuolar protein sorting 13 homolog C
ZNF718,8.50E-17,0.360054496,0.098,0.011,3.24E-12,0.087,0.326012944,0.033143292,ENSG00000250312,4,+,protein_coding,no,zinc finger protein 718
USP36,9.07E-17,-0.80022861,0.15,0.405,3.46E-12,-0.255,0.567635044,1.729843679,ENSG00000055483,17,-,protein_coding,no,ubiquitin specific peptidase 36
DCTN6,1.13E-16,-0.722053027,0.067,0.292,4.29E-12,-0.225,0.218116792,1.009317422,ENSG00000104671,8,+,protein_coding,no,dynactin subunit 6
GUK1,1.18E-16,-0.674502709,0.304,0.567,4.51E-12,-0.263,1.185458377,2.488093252,ENSG00000143774,1,+,protein_coding,no,guanylate kinase 1
SH3BGRL3,1.26E-16,-0.575976328,0.525,0.785,4.81E-12,-0.26,4.096117411,6.596710505,ENSG00000142669,1,+,protein_coding,no,SH3 domain binding glutamate rich protein like 3
AC092683.1,1.30E-16,0.722861557,0.206,0.063,4.96E-12,0.143,0.906850294,0.155350048,ENSG00000230606,2,-,lncRNA,no,novel transcript
RFX1,1.32E-16,-0.737952033,0.049,0.264,5.02E-12,-0.215,0.149762337,0.917581255,ENSG00000132005,19,-,protein_coding,no,regulatory factor X1
HERC2,1.43E-16,0.667907258,0.245,0.086,5.47E-12,0.159,0.977569105,0.244719661,ENSG00000128731,15,-,protein_coding,yes,HECT and RLD domain containing E3 ubiquitin protein ligase 2
HCG11,1.63E-16,0.366140951,0.089,0.009,6.21E-12,0.08,0.312894199,0.018615594,ENSG00000228223,6,+,lncRNA,no,HLA complex group 11
EIF1AX,1.68E-16,-0.742072893,0.285,0.538,6.40E-12,-0.253,1.036116092,2.405561568,ENSG00000173674,X,-,protein_coding,no,eukaryotic translation initiation factor 1A X-linked
COX6C,1.76E-16,-0.6662975,0.325,0.581,6.70E-12,-0.256,1.285352596,2.626842935,ENSG00000164919,8,-,protein_coding,no,cytochrome c oxidase subunit 6C
NOP58,1.78E-16,-0.760540879,0.19,0.438,6.77E-12,-0.248,0.614988781,1.735993915,ENSG00000055044,2,+,protein_coding,no,NOP58 ribonucleoprotein
WDR74,1.98E-16,-0.712419526,0.055,0.268,7.54E-12,-0.213,0.136255564,0.861811332,ENSG00000133316,11,-,protein_coding,no,WD repeat domain 74
RBL2,2.48E-16,0.765740701,0.365,0.177,9.45E-12,0.188,1.653063764,0.56040297,ENSG00000103479,16,+,protein_coding,no,RB transcriptional corepressor like 2
EIF5A,2.57E-16,-0.771726107,0.153,0.387,9.79E-12,-0.234,0.403871111,1.396844968,ENSG00000132507,17,+,protein_coding,no,eukaryotic translation initiation factor 5A
RBM38,2.58E-16,-0.739222516,0.12,0.365,9.83E-12,-0.245,0.458861407,1.435242341,ENSG00000132819,20,+,protein_coding,no,RNA binding motif protein 38
ORAI1,2.81E-16,-0.73912975,0.113,0.347,1.07E-11,-0.234,0.341686842,1.239501646,ENSG00000276045,12,+,protein_coding,yes,ORAI calcium release-activated calcium modulator 1
ATP5MPL,3.00E-16,-0.681414494,0.239,0.505,1.15E-11,-0.266,0.842005974,1.954045883,ENSG00000156411,14,-,protein_coding,no,ATP synthase membrane subunit 6.8PL
KLF2,3.05E-16,-0.986167328,0.356,0.581,1.16E-11,-0.225,2.093572649,5.128105959,ENSG00000127528,19,+,protein_coding,no,Kruppel like factor 2
ACAP1,3.05E-16,0.788850103,0.531,0.346,1.16E-11,0.185,2.71245807,1.148790198,ENSG00000072818,17,+,protein_coding,no,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
CYTH4,3.11E-16,0.692857575,0.221,0.073,1.19E-11,0.148,0.912890024,0.183366006,ENSG00000100055,22,+,protein_coding,yes,cytohesin 4
NDUFB11,3.90E-16,-0.602003321,0.181,0.435,1.49E-11,-0.254,0.635504242,1.48240554,ENSG00000147123,X,-,protein_coding,no,NADH:ubiquinone oxidoreductase subunit B11
OAZ1,4.41E-16,-0.735776148,0.558,0.751,1.68E-11,-0.193,3.324061677,6.200830208,ENSG00000104904,19,+,protein_coding,no,ornithine decarboxylase antizyme 1
MECP2,4.44E-16,-0.715502566,0.344,0.598,1.70E-11,-0.254,1.394447227,2.931814357,ENSG00000169057,X,-,protein_coding,no,methyl-CpG binding protein 2
TGIF1,4.60E-16,-0.661244633,0.049,0.26,1.76E-11,-0.211,0.168255271,0.847533058,ENSG00000177426,18,+,protein_coding,no,TGFB induced factor homeobox 1
CCDC18-AS1,4.92E-16,0.660010339,0.23,0.078,1.88E-11,0.152,0.953892225,0.236567122,ENSG00000223745,1,-,lncRNA,no,CCDC18 antisense RNA 1
AC016831.5,5.14E-16,-0.609201328,0.101,0.343,1.96E-11,-0.242,0.530391354,1.334481177,ENSG00000271204,7,-,lncRNA,no,novel transcript
PURA,5.59E-16,0.776551431,0.35,0.166,2.13E-11,0.184,1.557246109,0.492819338,ENSG00000185129,5,+,protein_coding,no,purine rich element binding protein A
CSRNP1,5.82E-16,-0.592992841,0.055,0.269,2.22E-11,-0.214,0.212159391,0.828388002,ENSG00000144655,3,-,protein_coding,no,cysteine and serine rich nuclear protein 1
DUSP5,6.74E-16,-0.745134147,0.077,0.293,2.57E-11,-0.216,0.245158956,1.087048424,ENSG00000138166,10,+,protein_coding,no,dual specificity phosphatase 5
FAM107B,7.04E-16,-0.86201163,0.433,0.653,2.69E-11,-0.22,2.054338656,4.551477013,ENSG00000065809,10,-,protein_coding,no,family with sequence similarity 107 member B
AC008115.3,7.16E-16,0.430410313,0.12,0.021,2.73E-11,0.099,0.415864967,0.050643605,ENSG00000275560,12,+,lncRNA,no,novel transcript
SYF2,8.46E-16,-0.671471505,0.298,0.552,3.23E-11,-0.254,1.07834889,2.310179298,ENSG00000117614,1,-,protein_coding,no,SYF2 pre-mRNA splicing factor
SNU13,1.02E-15,-0.634210523,0.255,0.507,3.88E-11,-0.252,0.91175342,1.967209882,ENSG00000100138,22,-,protein_coding,no,small nuclear ribonucleoprotein 13
HIST3H2BB,1.07E-15,0.458110037,0.11,0.018,4.07E-11,0.092,0.43210895,0.042488317,ENSG00000196890,1,+,protein_coding,no,H2B.U histone 1
SNHG16,1.14E-15,-0.691966502,0.113,0.343,4.36E-11,-0.23,0.371865488,1.216226807,ENSG00000163597,17,+,lncRNA,no,small nucleolar RNA host gene 16
NLRP1,1.23E-15,0.703626846,0.258,0.099,4.70E-11,0.159,1.11048659,0.295894989,ENSG00000091592,17,-,protein_coding,no,NLR family pyrin domain containing 1
PSMB6,1.29E-15,-0.677195078,0.089,0.304,4.90E-11,-0.215,0.194416292,0.909904932,ENSG00000142507,17,+,protein_coding,no,proteasome 20S subunit beta 6
PDZD4,1.29E-15,0.540438312,0.138,0.03,4.92E-11,0.108,0.584324729,0.089321457,ENSG00000067840,X,-,protein_coding,no,PDZ domain containing 4
TRGV9,1.37E-15,0.455418587,0.123,0.022,5.21E-11,0.101,0.46479827,0.068275241,ENSG00000211695,7,-,TR_V_gene,no,T cell receptor gamma variable 9
NUDC,1.44E-15,-0.758919183,0.16,0.399,5.49E-11,-0.239,0.554893657,1.631225868,ENSG00000090273,1,+,protein_coding,no,"nuclear distribution C, dynein complex regulator"
SAT1,1.49E-15,-0.697195864,0.479,0.744,5.67E-11,-0.265,4.055567292,7.196845767,ENSG00000130066,X,+,protein_coding,no,spermidine/spermine N1-acetyltransferase 1
WDFY2,1.50E-15,0.610364089,0.169,0.045,5.72E-11,0.124,0.711804402,0.121285587,ENSG00000139668,13,+,protein_coding,no,WD repeat and FYVE domain containing 2
SLIRP,1.80E-15,-0.604958412,0.113,0.355,6.88E-11,-0.242,0.4011205,1.131013082,ENSG00000119705,14,+,protein_coding,no,SRA stem-loop interacting RNA binding protein
PSMC1,1.87E-15,-0.632312573,0.04,0.236,7.14E-11,-0.196,0.091701047,0.692188651,ENSG00000100764,14,+,protein_coding,no,"proteasome 26S subunit, ATPase 1"
FAM32A,1.93E-15,-0.660212166,0.071,0.285,7.35E-11,-0.214,0.205869119,0.905653071,ENSG00000105058,19,+,protein_coding,no,family with sequence similarity 32 member A
H2AFZ,1.93E-15,-0.950108996,0.347,0.554,7.35E-11,-0.207,1.412113205,3.660247619,ENSG00000164032,4,-,protein_coding,no,H2A.Z variant histone 1
CCND3,1.96E-15,0.740519582,0.411,0.218,7.47E-11,0.193,1.88022591,0.723883633,ENSG00000112576,6,-,protein_coding,no,cyclin D3
GTF3C6,1.99E-15,-0.600162701,0.071,0.284,7.59E-11,-0.213,0.192182088,0.807213939,ENSG00000155115,6,+,protein_coding,no,general transcription factor IIIC subunit 6
LRBA,2.02E-15,1.386651184,0.273,0.113,7.72E-11,0.16,2.461130844,0.323714779,ENSG00000198589,4,-,protein_coding,yes,LPS responsive beige-like anchor protein
TMPO,2.06E-15,0.638220614,0.282,0.113,7.87E-11,0.169,1.11673474,0.360012465,ENSG00000120802,12,+,protein_coding,no,thymopoietin
HNRNPC,2.68E-15,-0.65191337,0.429,0.663,1.02E-10,-0.234,1.825084309,3.438915644,ENSG00000092199,14,-,protein_coding,no,heterogeneous nuclear ribonucleoprotein C
OIP5-AS1,2.79E-15,0.744115344,0.359,0.177,1.07E-10,0.182,1.572617651,0.535939842,ENSG00000247556,15,+,lncRNA,no,OIP5 antisense RNA 1
CHMP1B,3.42E-15,-0.708604114,0.126,0.355,1.30E-10,-0.229,0.466125862,1.395975362,ENSG00000255112,18,+,protein_coding,no,charged multivesicular body protein 1B
IKZF3,4.07E-15,0.748978427,0.485,0.284,1.55E-10,0.201,2.546133281,1.110037054,ENSG00000161405,17,-,protein_coding,yes,IKAROS family zinc finger 3
SLC25A5,4.35E-15,-0.69512144,0.209,0.442,1.66E-10,-0.233,0.708145222,1.765522489,ENSG00000005022,X,+,protein_coding,no,solute carrier family 25 member 5
LAMTOR5,4.43E-15,-0.634128821,0.113,0.34,1.69E-10,-0.227,0.310421083,1.033773892,ENSG00000134248,1,-,protein_coding,no,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5"
PDCL3,4.56E-15,-0.752611564,0.083,0.296,1.74E-10,-0.213,0.266540068,1.133917325,ENSG00000115539,2,+,protein_coding,no,phosducin like 3
CNBP,4.64E-15,-0.659859779,0.298,0.534,1.77E-10,-0.236,1.09154888,2.30449885,ENSG00000169714,3,-,protein_coding,no,CCHC-type zinc finger nucleic acid binding protein
PRRC2B,4.74E-15,0.805477989,0.334,0.162,1.81E-10,0.172,1.570308946,0.47066004,ENSG00000130723,9,+,protein_coding,no,proline rich coiled-coil 2B
TOMM7,5.85E-15,-0.459810349,0.574,0.882,2.23E-10,-0.308,5.492365881,7.929346873,ENSG00000196683,7,-,protein_coding,no,translocase of outer mitochondrial membrane 7
SESN1,5.95E-15,0.552910073,0.212,0.069,2.27E-10,0.143,0.804471287,0.230006649,ENSG00000080546,6,-,protein_coding,no,sestrin 1
