gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
AC109454.2,2.13E-17,-0.111424526,0.033,0.135,8.11E-13,-0.102,0.023817552,0.106024367,ENSG00000248559,5,+,lncRNA,no,novel transcript
NDUFA11,2.13E-17,0.314840987,0.663,0.519,8.13E-13,0.144,1.324049669,0.868395551,ENSG00000174886,19,-,protein_coding,no,NADH:ubiquinone oxidoreductase subunit A11
AC027290.2,2.18E-17,-0.347383946,0.097,0.224,8.31E-13,-0.127,0.100960639,0.400698877,ENSG00000280138,12,-,TEC,no,novel transcript
NKX3-1,2.19E-17,-0.118765174,0.082,0.201,8.36E-13,-0.119,0.088762096,0.182183443,ENSG00000167034,8,-,protein_coding,no,NK3 homeobox 1
ASB8,2.21E-17,0.140973473,0.265,0.138,8.43E-13,0.127,0.261757622,0.144296824,ENSG00000177981,12,-,protein_coding,no,ankyrin repeat and SOCS box containing 8
RPP38,2.23E-17,0.100760513,0.195,0.085,8.50E-13,0.11,0.167530086,0.088769996,ENSG00000152464,10,+,protein_coding,no,ribonuclease P/MRP subunit p38
LINC00667,2.30E-17,0.185513683,0.332,0.192,8.76E-13,0.14,0.344504378,0.182271002,ENSG00000263753,18,+,lncRNA,no,long intergenic non-protein coding RNA 667
UBTF,2.36E-17,0.323850755,0.473,0.313,9.02E-13,0.16,0.742788614,0.392374056,ENSG00000108312,17,-,protein_coding,no,upstream binding transcription factor
EPS8,2.48E-17,0.318642127,0.714,0.586,9.46E-13,0.128,1.838105616,1.275661777,ENSG00000151491,12,-,protein_coding,yes,epidermal growth factor receptor pathway substrate 8
WWP1,2.51E-17,0.212179349,0.385,0.234,9.57E-13,0.151,0.473471602,0.27194819,ENSG00000123124,8,+,protein_coding,yes,WW domain containing E3 ubiquitin protein ligase 1
ZBTB47,2.59E-17,0.096549517,0.112,0.035,9.90E-13,0.077,0.102854478,0.03146361,ENSG00000114853,3,+,protein_coding,no,zinc finger and BTB domain containing 47
AC106881.1,2.72E-17,0.052436609,0.085,0.02,1.04E-12,0.065,0.055408545,0.017737118,ENSG00000271474,4,+,lncRNA,no,"novel transcript, antisense to UNC5C"
FAM50B,2.78E-17,0.076725126,0.138,0.05,1.06E-12,0.088,0.092792626,0.036194282,ENSG00000145945,6,+,protein_coding,no,family with sequence similarity 50 member B
AC027644.3,2.79E-17,0.149341543,0.293,0.16,1.06E-12,0.133,0.252918723,0.129709069,ENSG00000272831,7,-,lncRNA,no,"novel transcript, antisense to RABGEF1"
EBF1,2.81E-17,0.465040681,0.768,0.678,1.07E-12,0.09,2.788377672,1.744492663,ENSG00000164330,5,-,protein_coding,no,EBF transcription factor 1
DACH1,2.82E-17,0.228498012,0.354,0.206,1.07E-12,0.148,0.59615372,0.362353961,ENSG00000276644,13,-,protein_coding,no,dachshund family transcription factor 1
SMIM8,2.95E-17,0.158521995,0.234,0.117,1.12E-12,0.117,0.245026749,0.115472343,ENSG00000111850,6,+,protein_coding,no,small integral membrane protein 8
SLC6A8,2.98E-17,-0.246953671,0.123,0.251,1.14E-12,-0.128,0.10769392,0.314498923,ENSG00000130821,X,+,protein_coding,yes,solute carrier family 6 member 8
RARG,3.01E-17,0.131571909,0.209,0.099,1.15E-12,0.11,0.190137674,0.086400888,ENSG00000172819,12,-,protein_coding,no,retinoic acid receptor gamma
DIP2B,3.10E-17,0.219295737,0.397,0.238,1.18E-12,0.159,0.548453244,0.330097575,ENSG00000066084,12,+,protein_coding,no,disco interacting protein 2 homolog B
LONRF3,3.11E-17,-0.178178865,0.106,0.235,1.19E-12,-0.129,0.112685335,0.258953087,ENSG00000175556,X,+,protein_coding,no,LON peptidase N-terminal domain and ring finger 3
RPL41,3.12E-17,-0.304323826,0.928,0.966,1.19E-12,-0.038,30.79222529,38.25830343,ENSG00000229117,12,+,protein_coding,no,ribosomal protein L41
MGLL,3.17E-17,0.262751722,0.334,0.197,1.21E-12,0.137,0.429419948,0.191416715,ENSG00000074416,3,-,protein_coding,yes,monoglyceride lipase
WNT5B,3.34E-17,0.204954258,0.298,0.165,1.27E-12,0.133,0.343643509,0.165699684,ENSG00000111186,12,+,protein_coding,yes,Wnt family member 5B
CALCOCO2,3.43E-17,0.289441823,0.623,0.488,1.31E-12,0.135,1.049581994,0.677006038,ENSG00000136436,17,+,protein_coding,no,calcium binding and coiled-coil domain 2
TBC1D9,3.46E-17,0.287156275,0.384,0.242,1.32E-12,0.142,0.561931605,0.280027678,ENSG00000109436,4,-,protein_coding,no,TBC1 domain family member 9
SERPINB9,3.52E-17,-0.297531675,0.249,0.38,1.34E-12,-0.131,0.229974232,0.511687326,ENSG00000170542,6,-,protein_coding,no,serpin family B member 9
SRF,3.72E-17,-0.205176704,0.137,0.266,1.42E-12,-0.129,0.103364538,0.271989025,ENSG00000112658,6,+,protein_coding,no,serum response factor
PSAT1,3.82E-17,0.07261449,0.112,0.036,1.46E-12,0.076,0.077876505,0.024966959,ENSG00000135069,9,+,protein_coding,no,phosphoserine aminotransferase 1
LINC00880,4.03E-17,-0.088124294,0,0.074,1.54E-12,-0.074,0,0.062987251,ENSG00000243629,3,-,lncRNA,no,long intergenic non-protein coding RNA 880
NMT1,4.13E-17,-0.368647439,0.51,0.607,1.58E-12,-0.097,0.715827571,1.215376675,ENSG00000136448,17,+,protein_coding,yes,N-myristoyltransferase 1
THAP12,4.14E-17,0.200317077,0.379,0.232,1.58E-12,0.147,0.425329351,0.24054859,ENSG00000137492,11,-,protein_coding,no,THAP domain containing 12
ABHD10,4.43E-17,0.084796041,0.228,0.109,1.69E-12,0.119,0.172439812,0.105514403,ENSG00000144827,3,+,protein_coding,no,abhydrolase domain containing 10
GOLGA8R,4.54E-17,0.053425145,0.066,0.012,1.73E-12,0.054,0.051424932,0.01320121,ENSG00000186399,15,-,protein_coding,no,golgin A8 family member R
BAG5,4.56E-17,0.16915365,0.353,0.206,1.74E-12,0.147,0.362664124,0.211904783,ENSG00000166170,14,-,protein_coding,no,BAG cochaperone 5
NXPE3,4.58E-17,0.155664838,0.216,0.103,1.75E-12,0.113,0.235272629,0.108927193,ENSG00000144815,3,+,protein_coding,no,neurexophilin and PC-esterase domain family member 3
SPRY1,4.65E-17,0.363115218,0.243,0.126,1.77E-12,0.117,0.576016099,0.225327208,ENSG00000164056,4,+,protein_coding,yes,sprouty RTK signaling antagonist 1
GNL3,4.80E-17,-0.316615543,0.413,0.514,1.83E-12,-0.101,0.508277154,0.878416647,ENSG00000163938,3,+,protein_coding,no,G protein nucleolar 3
L1TD1,4.86E-17,0.078153475,0.083,0.02,1.85E-12,0.063,0.070499202,0.014051024,ENSG00000240563,1,+,protein_coding,no,LINE1 type transposase domain containing 1
ETFB,5.06E-17,0.270377316,0.547,0.403,1.93E-12,0.144,0.806726219,0.497961546,ENSG00000105379,19,-,protein_coding,no,electron transfer flavoprotein subunit beta
UAP1,5.22E-17,-0.354186107,0.341,0.465,1.99E-12,-0.124,0.481943243,0.894315065,ENSG00000117143,1,+,protein_coding,yes,UDP-N-acetylglucosamine pyrophosphorylase 1
PSME4,5.28E-17,-0.207141386,0.166,0.301,2.01E-12,-0.135,0.178993439,0.361028309,ENSG00000068878,2,-,protein_coding,no,proteasome activator subunit 4
DOT1L,5.38E-17,-0.107092839,0.061,0.176,2.05E-12,-0.115,0.077489788,0.160516501,ENSG00000104885,19,+,protein_coding,no,DOT1 like histone lysine methyltransferase
ANP32B,5.39E-17,0.342326701,0.621,0.518,2.06E-12,0.103,1.31574462,0.826585721,ENSG00000136938,9,+,protein_coding,no,acidic nuclear phosphoprotein 32 family member B
HTRA3,5.40E-17,0.333199997,0.313,0.186,2.06E-12,0.127,0.518765325,0.205556252,ENSG00000170801,4,+,protein_coding,no,HtrA serine peptidase 3
PIP4P2,5.50E-17,0.205827902,0.427,0.282,2.10E-12,0.145,0.481351596,0.284392548,ENSG00000155099,8,-,protein_coding,yes,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2"
ANGPTL4,5.56E-17,0.320612218,0.504,0.354,2.12E-12,0.15,0.960787435,0.570061343,ENSG00000167772,19,+,protein_coding,no,angiopoietin like 4
CASTOR1,5.56E-17,0.095987179,0.125,0.043,2.12E-12,0.082,0.098519253,0.02780956,ENSG00000239282,22,-,protein_coding,no,cytosolic arginine sensor for mTORC1 subunit 1
BEX4,5.63E-17,0.317140724,0.653,0.525,2.15E-12,0.128,1.247587835,0.80404681,ENSG00000102409,X,+,protein_coding,no,brain expressed X-linked 4
ILF2,5.68E-17,-0.367239076,0.399,0.482,2.17E-12,-0.083,0.407768999,0.815855872,ENSG00000143621,1,-,protein_coding,no,interleukin enhancer binding factor 2
LINC00607,5.79E-17,0.110015272,0.076,0.017,2.21E-12,0.059,0.097584889,0.016998289,ENSG00000235770,2,-,lncRNA,no,long intergenic non-protein coding RNA 607
LTBP4,5.94E-17,0.472006567,0.673,0.534,2.27E-12,0.139,1.743515178,0.977967869,ENSG00000090006,19,+,protein_coding,no,latent transforming growth factor beta binding protein 4
HNRNPF,6.00E-17,-0.349919278,0.534,0.589,2.29E-12,-0.055,0.76756062,1.252737124,ENSG00000169813,10,-,protein_coding,yes,heterogeneous nuclear ribonucleoprotein F
MTURN,6.20E-17,0.155481927,0.24,0.122,2.36E-12,0.118,0.235777802,0.109521356,ENSG00000180354,7,+,protein_coding,no,"maturin, neural progenitor differentiation regulator homolog"
RTL5,6.25E-17,-0.213654503,0.112,0.234,2.38E-12,-0.122,0.066223217,0.236415809,ENSG00000242732,X,-,protein_coding,no,retrotransposon Gag like 5
APOL4,6.31E-17,-0.272274384,0.195,0.336,2.41E-12,-0.141,0.197605101,0.446359971,ENSG00000100336,22,-,protein_coding,no,apolipoprotein L4
CH25H,6.44E-17,0.152253463,0.272,0.141,2.46E-12,0.131,0.520456516,0.368173407,ENSG00000138135,10,-,protein_coding,no,cholesterol 25-hydroxylase
EXOC6B,6.48E-17,0.10986801,0.245,0.121,2.47E-12,0.124,0.21964458,0.130211504,ENSG00000144036,2,-,protein_coding,no,exocyst complex component 6B
ZNF106,6.57E-17,0.332622767,0.604,0.468,2.51E-12,0.136,1.273209256,0.805136241,ENSG00000103994,15,-,protein_coding,no,zinc finger protein 106
FLCN,6.59E-17,-0.175067152,0.176,0.311,2.52E-12,-0.135,0.209906645,0.366005116,ENSG00000154803,17,-,protein_coding,yes,folliculin
FAM208A,7.03E-17,0.230100643,0.449,0.293,2.68E-12,0.156,0.607591223,0.370592752,ENSG00000163946,3,-,protein_coding,no,transcription activation suppressor
C6orf106,7.12E-17,0.245494292,0.315,0.181,2.71E-12,0.134,0.395231929,0.17691544,ENSG00000196821,6,-,protein_coding,no,inflammation and lipid regulator with UBA-like and NBR1-like domains
GLG1,7.12E-17,0.348558255,0.696,0.557,2.72E-12,0.139,1.529225896,0.986374494,ENSG00000090863,16,-,protein_coding,yes,golgi glycoprotein 1
ZFYVE9,7.32E-17,0.129378051,0.254,0.126,2.79E-12,0.128,0.250682443,0.143405769,ENSG00000157077,1,+,protein_coding,no,zinc finger FYVE-type containing 9
KCTD1,7.61E-17,0.06789656,0.193,0.086,2.90E-12,0.107,0.140594414,0.088158952,ENSG00000134504,18,-,protein_coding,no,potassium channel tetramerization domain containing 1
DGCR6L,7.66E-17,0.176235344,0.312,0.181,2.92E-12,0.131,0.290409961,0.142024924,ENSG00000128185,22,-,protein_coding,no,DiGeorge syndrome critical region gene 6 like
FN3K,7.80E-17,0.116273155,0.138,0.051,2.97E-12,0.087,0.129444117,0.041988775,ENSG00000167363,17,+,protein_coding,no,fructosamine 3 kinase
MFSD2A,7.90E-17,-0.087507956,0.003,0.08,3.01E-12,-0.077,0.001464091,0.064088871,ENSG00000168389,1,+,protein_coding,yes,major facilitator superfamily domain containing 2A
GBP4,8.07E-17,0.161576816,0.35,0.208,3.08E-12,0.142,0.434925054,0.282890976,ENSG00000162654,1,-,protein_coding,yes,guanylate binding protein 4
SCUBE2,8.18E-17,-0.355074435,0.227,0.364,3.12E-12,-0.137,0.383068058,0.769015373,ENSG00000175356,11,-,protein_coding,no,"signal peptide, CUB domain and EGF like domain containing 2"
SMCR5,8.26E-17,-0.179481968,0.051,0.158,3.15E-12,-0.107,0.035726077,0.172936137,ENSG00000226746,17,-,lncRNA,no,"Smith-Magenis syndrome chromosome region, candidate 5"
DLG3,8.43E-17,0.148075711,0.205,0.095,3.21E-12,0.11,0.207204891,0.089446118,ENSG00000082458,X,+,protein_coding,yes,discs large MAGUK scaffold protein 3
UQCC3,8.66E-17,0.12919788,0.291,0.16,3.30E-12,0.131,0.25636392,0.148743373,ENSG00000204922,11,+,protein_coding,no,ubiquinol-cytochrome c reductase complex assembly factor 3
DNAJC21,9.00E-17,0.323991919,0.509,0.362,3.43E-12,0.147,0.786918317,0.427491117,ENSG00000168724,5,+,protein_coding,no,DnaJ heat shock protein family (Hsp40) member C21
SLC9A3-AS1,9.00E-17,0.077934878,0.066,0.013,3.43E-12,0.053,0.067689619,0.011542849,ENSG00000225138,5,+,lncRNA,no,SLC9A3 antisense RNA 1
HS3ST1,9.04E-17,0.043043492,0.077,0.017,3.45E-12,0.06,0.045081288,0.014361342,ENSG00000002587,4,-,protein_coding,no,heparan sulfate-glucosamine 3-sulfotransferase 1
EVC,9.37E-17,0.103904215,0.133,0.048,3.57E-12,0.085,0.133710811,0.054930874,ENSG00000072840,4,+,protein_coding,no,EvC ciliary complex subunit 1
RFXAP,9.42E-17,0.096787872,0.166,0.07,3.59E-12,0.096,0.129342079,0.056062101,ENSG00000133111,13,+,protein_coding,no,regulatory factor X associated protein
CTSH,9.51E-17,0.219090264,0.264,0.14,3.63E-12,0.124,0.318119884,0.132406022,ENSG00000103811,15,-,protein_coding,no,cathepsin H
KLHDC8B,9.59E-17,0.153964696,0.244,0.125,3.66E-12,0.119,0.227186834,0.102967448,ENSG00000185909,3,+,protein_coding,no,kelch domain containing 8B
PDP2,9.60E-17,0.202946331,0.278,0.15,3.66E-12,0.128,0.323405712,0.149741141,ENSG00000172840,16,+,protein_coding,no,pyruvate dehyrogenase phosphatase catalytic subunit 2
TMEM129,9.68E-17,0.143247617,0.297,0.165,3.69E-12,0.132,0.261312792,0.142091688,ENSG00000168936,4,-,protein_coding,no,transmembrane protein 129
PAXIP1-AS1,9.69E-17,0.197393745,0.168,0.071,3.70E-12,0.097,0.209252018,0.054618493,ENSG00000273344,7,+,lncRNA,no,PAXIP1 antisense RNA 1 (head to head)
SLC25A5,9.71E-17,-0.381071744,0.492,0.577,3.70E-12,-0.085,0.749889612,1.278896906,ENSG00000005022,X,+,protein_coding,no,solute carrier family 25 member 5
AC097103.2,9.82E-17,0.107575967,0.067,0.013,3.75E-12,0.054,0.087637828,0.009486954,ENSG00000248932,3,+,lncRNA,no,"novel transcript, antisense to RBP2, RBP1 & NMNAT3"
GTSF1,1.00E-16,0.036849075,0.03,0,3.83E-12,0.03,0.02587082,0,ENSG00000170627,12,-,protein_coding,no,gametocyte specific factor 1
HDHD3,1.05E-16,0.102651775,0.19,0.084,4.01E-12,0.106,0.151055462,0.072000497,ENSG00000119431,9,-,protein_coding,no,haloacid dehalogenase like hydrolase domain containing 3
KBTBD3,1.13E-16,0.091205936,0.174,0.074,4.33E-12,0.1,0.136464155,0.066841791,ENSG00000182359,11,-,protein_coding,no,kelch repeat and BTB domain containing 3
TUB,1.17E-16,0.089167393,0.135,0.05,4.45E-12,0.085,0.113861234,0.047102097,ENSG00000166402,11,+,protein_coding,yes,TUB bipartite transcription factor
PAPPA,1.19E-16,-0.550248347,0.174,0.298,4.53E-12,-0.124,0.162744395,0.702650508,ENSG00000182752,9,+,protein_coding,no,pappalysin 1
CCNYL1,1.22E-16,-0.125243447,0.077,0.194,4.65E-12,-0.117,0.072496571,0.169763178,ENSG00000163249,2,+,protein_coding,yes,cyclin Y like 1
MLXIPL,1.23E-16,0.120910806,0.104,0.032,4.68E-12,0.072,0.118428522,0.028514585,ENSG00000009950,7,-,protein_coding,no,MLX interacting protein like
ECI1,1.25E-16,0.230334829,0.426,0.289,4.75E-12,0.137,0.472146736,0.254912392,ENSG00000167969,16,-,protein_coding,no,enoyl-CoA delta isomerase 1
SYNE2,1.38E-16,0.291287772,0.321,0.183,5.28E-12,0.138,0.633225076,0.334626312,ENSG00000054654,14,+,protein_coding,no,spectrin repeat containing nuclear envelope protein 2
CHD9,1.40E-16,0.297662643,0.68,0.553,5.33E-12,0.127,1.439432531,0.984647707,ENSG00000177200,16,+,protein_coding,no,chromodomain helicase DNA binding protein 9
MRNIP,1.41E-16,-0.313901678,0.245,0.364,5.38E-12,-0.119,0.194663612,0.485044463,ENSG00000161010,5,-,protein_coding,no,MRN complex interacting protein
AC016575.1,1.42E-16,0.042328725,0.036,0.002,5.44E-12,0.034,0.031544819,0.001718942,ENSG00000272057,5,+,lncRNA,no,novel transcript
PPRC1,1.44E-16,-0.102152026,0.085,0.205,5.51E-12,-0.12,0.096624865,0.177087947,ENSG00000148840,10,+,protein_coding,no,PPARG related coactivator 1
RPL34,1.45E-16,-0.294464965,0.901,0.953,5.55E-12,-0.052,18.61202658,23.05277896,ENSG00000109475,4,+,protein_coding,no,ribosomal protein L34
MRI1,1.47E-16,0.134356513,0.164,0.068,5.59E-12,0.096,0.166898452,0.063133305,ENSG00000037757,19,+,protein_coding,no,methylthioribose-1-phosphate isomerase 1
XPOT,1.47E-16,0.259685593,0.359,0.224,5.60E-12,0.135,0.485671218,0.240936495,ENSG00000184575,12,+,protein_coding,no,exportin for tRNA
IL11RA,1.47E-16,0.229676539,0.321,0.188,5.61E-12,0.133,0.374351243,0.172082582,ENSG00000137070,9,+,protein_coding,yes,interleukin 11 receptor subunit alpha
FBXO2,1.52E-16,0.165221744,0.224,0.111,5.79E-12,0.113,0.228683824,0.095729716,ENSG00000116661,1,-,protein_coding,no,F-box protein 2
TRIM8,1.52E-16,-0.275123033,0.686,0.732,5.81E-12,-0.046,1.574788491,2.115744554,ENSG00000171206,10,+,protein_coding,no,tripartite motif containing 8
PRDM5,1.59E-16,0.152963389,0.278,0.149,6.06E-12,0.129,0.305541782,0.174205762,ENSG00000138738,4,-,protein_coding,no,PR/SET domain 5
AL645608.8,1.65E-16,-0.142865659,0.033,0.131,6.28E-12,-0.098,0.027173243,0.134097901,ENSG00000272512,1,-,lncRNA,no,novel transcript
DYNLT1,1.65E-16,0.26054752,0.442,0.3,6.28E-12,0.142,0.555197811,0.298234115,ENSG00000146425,6,-,protein_coding,no,dynein light chain Tctex-type 1
EFNA4,1.74E-16,0.110751356,0.128,0.046,6.64E-12,0.082,0.11545754,0.033031497,ENSG00000243364,1,+,protein_coding,yes,ephrin A4
AP000911.1,1.81E-16,0.051337236,0.071,0.015,6.92E-12,0.056,0.050009166,0.013302332,ENSG00000204241,11,+,lncRNA,no,long intergenic non-protein coding RNA 2731
SAC3D1,1.81E-16,0.066419579,0.108,0.034,6.92E-12,0.074,0.076565195,0.028125307,ENSG00000168061,11,+,protein_coding,no,SAC3 domain containing 1
AC064807.1,1.83E-16,0.040364804,0.072,0.015,6.99E-12,0.057,0.045387839,0.016544575,ENSG00000228801,8,+,lncRNA,no,novel transcript
COL14A1,1.83E-16,0.397593699,0.49,0.349,6.99E-12,0.141,1.305329283,0.75002937,ENSG00000187955,8,+,protein_coding,no,collagen type XIV alpha 1 chain
R3HDM2,1.89E-16,0.227164936,0.499,0.354,7.23E-12,0.145,0.666605251,0.423800975,ENSG00000179912,12,-,protein_coding,no,R3H domain containing 2
KIFAP3,1.90E-16,0.150711598,0.458,0.294,7.25E-12,0.164,0.540681318,0.387855033,ENSG00000075945,1,-,protein_coding,no,kinesin associated protein 3
NDRG3,1.95E-16,0.173830395,0.168,0.071,7.42E-12,0.097,0.188732899,0.053794965,ENSG00000101079,20,-,protein_coding,no,NDRG family member 3
BCL6,2.00E-16,-0.264195434,0.564,0.675,7.62E-12,-0.111,1.328007324,1.795857887,ENSG00000113916,3,-,protein_coding,no,BCL6 transcription repressor
RNF43,2.02E-16,0.045945905,0.054,0.008,7.69E-12,0.046,0.040248104,0.007641016,ENSG00000108375,17,-,protein_coding,yes,ring finger protein 43
CXorf38,2.04E-16,0.136226138,0.221,0.106,7.78E-12,0.115,0.218805387,0.108986378,ENSG00000185753,X,-,protein_coding,no,chromosome X open reading frame 38
ANKRD46,2.10E-16,0.12196044,0.174,0.076,8.02E-12,0.098,0.156389655,0.062650491,ENSG00000186106,8,-,protein_coding,no,ankyrin repeat domain 46
GCC2,2.17E-16,0.340239958,0.671,0.537,8.29E-12,0.134,1.658707342,1.100139298,ENSG00000135968,2,+,protein_coding,no,GRIP and coiled-coil domain containing 2
C1orf122,2.20E-16,0.256365776,0.526,0.374,8.39E-12,0.152,0.684138395,0.409950898,ENSG00000197982,1,+,protein_coding,no,chromosome 1 open reading frame 122
ACTN4,2.24E-16,-0.253024704,0.533,0.631,8.54E-12,-0.098,0.860303973,1.21692979,ENSG00000130402,19,+,protein_coding,no,actinin alpha 4
C6orf48,2.25E-16,0.342292623,0.734,0.669,8.58E-12,0.065,2.336540835,1.631819483,ENSG00000204387,6,+,lncRNA,no,small nucleolar RNA host gene 32
DDX46,2.27E-16,0.278410125,0.55,0.399,8.64E-12,0.151,0.896108284,0.563339628,ENSG00000145833,5,+,protein_coding,no,DEAD-box helicase 46
SNHG16,2.44E-16,-0.290619215,0.358,0.466,9.30E-12,-0.108,0.380125937,0.688121957,ENSG00000163597,17,+,lncRNA,no,small nucleolar RNA host gene 16
KIAA0355,2.52E-16,-0.447558673,0.507,0.598,9.62E-12,-0.091,0.793928249,1.446434847,ENSG00000166398,19,+,protein_coding,no,KIAA0355
AC007405.3,2.63E-16,0.057661516,0.083,0.021,1.00E-11,0.062,0.055653574,0.014293347,ENSG00000239467,2,+,lncRNA,no,glutamate rich 2
FAM3A,2.74E-16,0.185546091,0.332,0.198,1.05E-11,0.134,0.334785969,0.17369889,ENSG00000071889,X,-,protein_coding,no,FAM3 metabolism regulating signaling molecule A
HOMEZ,2.83E-16,0.079985601,0.135,0.049,1.08E-11,0.086,0.106345792,0.046677342,ENSG00000215271,14,-,protein_coding,no,homeobox and leucine zipper encoding
ZNF354B,2.85E-16,0.112118985,0.147,0.057,1.09E-11,0.09,0.143941056,0.05840643,ENSG00000178338,5,+,protein_coding,no,zinc finger protein 354B
NIFK-AS1,2.87E-16,0.094222972,0.19,0.084,1.09E-11,0.106,0.166579945,0.092824858,ENSG00000236859,2,+,lncRNA,no,NIFK antisense RNA 1
AL662796.1,2.88E-16,0.079271392,0.174,0.074,1.10E-11,0.1,0.140070354,0.079117127,ENSG00000225914,6,+,lncRNA,no,TSBP1 and BTNL2 antisense RNA 1
RPL36A,2.88E-16,-0.739463843,0.696,0.712,1.10E-11,-0.016,1.949399142,3.924184842,ENSG00000241343,X,+,protein_coding,yes,ribosomal protein L36a
CDH23,2.94E-16,0.206644303,0.192,0.089,1.12E-11,0.103,0.273551824,0.103596942,ENSG00000107736,10,+,protein_coding,no,cadherin related 23
ERICH1,3.11E-16,0.224367355,0.431,0.281,1.19E-11,0.15,0.555730783,0.331659345,ENSG00000104714,8,-,protein_coding,no,glutamate rich 1
TM2D3,3.27E-16,0.259308982,0.424,0.275,1.25E-11,0.149,0.538771128,0.285624817,ENSG00000184277,15,-,protein_coding,no,TM2 domain containing 3
LDOC1,3.28E-16,0.131829083,0.25,0.131,1.25E-11,0.119,0.207311571,0.101881407,ENSG00000182195,X,-,protein_coding,no,LDOC1 regulator of NFKB signaling
NOP58,3.30E-16,-0.303036811,0.37,0.479,1.26E-11,-0.109,0.401395928,0.728956318,ENSG00000055044,2,+,protein_coding,no,NOP58 ribonucleoprotein
KCNJ8,3.38E-16,0.066958066,0.103,0.031,1.29E-11,0.072,0.076483416,0.027663561,ENSG00000121361,12,-,protein_coding,yes,potassium inwardly rectifying channel subfamily J member 8
MCRIP2,3.40E-16,0.096268052,0.178,0.078,1.30E-11,0.1,0.128342497,0.055507622,ENSG00000172366,16,+,protein_coding,no,MAPK regulated corepressor interacting protein 2
ZNF493,3.42E-16,0.181975335,0.367,0.225,1.30E-11,0.142,0.478408947,0.303210433,ENSG00000196268,19,+,protein_coding,no,zinc finger protein 493
AC119674.2,3.48E-16,-0.107237152,0.013,0.096,1.33E-11,-0.083,0.012474069,0.090600038,ENSG00000284686,1,-,protein_coding,no,novel transcript
CREM,3.59E-16,-0.665804081,0.276,0.386,1.37E-11,-0.11,0.258529053,0.996596224,ENSG00000095794,10,+,protein_coding,no,cAMP responsive element modulator
MAGEF1,3.60E-16,0.185349643,0.429,0.278,1.37E-11,0.151,0.466566802,0.289751518,ENSG00000177383,3,-,protein_coding,no,MAGE family member F1
TOR2A,3.60E-16,0.049642809,0.073,0.016,1.37E-11,0.057,0.053772265,0.018128956,ENSG00000160404,9,-,protein_coding,no,torsin family 2 member A
ERO1B,3.63E-16,-0.256130814,0.24,0.374,1.39E-11,-0.134,0.239773625,0.480626271,ENSG00000086619,1,-,protein_coding,no,endoplasmic reticulum oxidoreductase 1 beta
RPP25L,3.71E-16,0.137407198,0.227,0.112,1.42E-11,0.115,0.204385814,0.094969301,ENSG00000164967,9,-,protein_coding,no,ribonuclease P/MRP subunit p25 like
LINC00476,3.72E-16,0.116229431,0.229,0.114,1.42E-11,0.115,0.204973657,0.111703589,ENSG00000175611,9,-,lncRNA,no,long intergenic non-protein coding RNA 476
CBL,3.75E-16,0.110076923,0.235,0.116,1.43E-11,0.119,0.229594363,0.139266711,ENSG00000110395,11,+,protein_coding,yes,Cbl proto-oncogene
ZFP36L2,3.77E-16,-0.274824088,0.819,0.878,1.44E-11,-0.059,5.210236317,6.513433046,ENSG00000152518,2,-,protein_coding,no,ZFP36 ring finger protein like 2
PER2,3.90E-16,-0.211547498,0.152,0.28,1.49E-11,-0.128,0.129892478,0.308335905,ENSG00000132326,2,-,protein_coding,no,period circadian regulator 2
SRRM2,3.99E-16,0.366559976,0.863,0.821,1.52E-11,0.042,3.430415052,2.436361667,ENSG00000167978,16,+,protein_coding,no,serine/arginine repetitive matrix 2
ZNF354C,4.02E-16,0.122108307,0.17,0.074,1.53E-11,0.096,0.161965011,0.067664463,ENSG00000177932,5,+,protein_coding,no,zinc finger protein 354C
KLHDC1,4.10E-16,0.121749022,0.196,0.091,1.56E-11,0.105,0.17682631,0.081588999,ENSG00000197776,14,+,protein_coding,no,kelch domain containing 1
CERS4,4.12E-16,0.141555031,0.225,0.114,1.57E-11,0.111,0.202263297,0.089901571,ENSG00000090661,19,+,protein_coding,no,ceramide synthase 4
SMAD4,4.19E-16,0.237211574,0.442,0.289,1.60E-11,0.153,0.606705544,0.363102433,ENSG00000141646,18,+,protein_coding,no,SMAD family member 4
RNF13,4.34E-16,0.254994432,0.527,0.383,1.65E-11,0.144,0.750982515,0.467306484,ENSG00000082996,3,+,protein_coding,no,ring finger protein 13
TMUB1,4.37E-16,0.135235015,0.222,0.109,1.67E-11,0.113,0.209099385,0.100910982,ENSG00000164897,7,-,protein_coding,no,transmembrane and ubiquitin like domain containing 1
AC011511.5,4.37E-16,-0.11916347,0.003,0.076,1.67E-11,-0.073,0.001149357,0.087353237,ENSG00000267607,19,-,lncRNA,no,"novel transcript, antisense to ICAM4 and ICAM1"
RRAS,4.41E-16,0.401956629,0.647,0.555,1.68E-11,0.092,1.516951645,0.904907405,ENSG00000126458,19,-,protein_coding,yes,RAS related
OPHN1,4.59E-16,0.152520434,0.164,0.07,1.75E-11,0.094,0.186696294,0.067643747,ENSG00000079482,X,-,protein_coding,no,oligophrenin 1
